,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
5634,17325,5,1,0,37,21598,10,7,1997,0,1,1830,204,755,0,0,1737822.7
4307,19637,35,1,1,81,21584,7,6,2004,0,1,8255,5052,912,0,10,1975440.4
3388,32939,18,0,1,70,47421,7,1,2013,0,0,5777,1486,774,1,10,3300978.3
3156,29001,49,1,1,72,14536,7,10,1994,0,0,1526,8164,202,0,5,2912635.4
9995,1726,89,0,1,5,73133,7,6,2009,0,1,9311,1698,218,0,4,176425.9
2727,55038,46,1,0,45,4930,7,3,2007,0,0,9300,4032,172,0,6,5510722.7
6333,7316,76,1,1,79,22058,10,6,1999,0,0,4919,3389,876,0,8,745551.9
9899,73888,50,1,1,60,69295,6,9,2019,1,0,4631,2327,660,0,8,7403575.9
8751,94261,94,0,0,31,79234,8,4,2008,0,1,9427,4484,164,1,0,9429690.8
8302,78797,93,0,0,54,97351,1,8,2014,1,0,4633,6930,138,0,5,7884093.4
6037,97854,70,0,1,43,55993,1,5,1991,1,1,2255,9640,505,1,9,9792071.1
3832,25373,73,1,0,32,32186,3,7,2008,1,0,6935,1510,347,0,2,2541919.8
8917,84311,4,0,1,58,74057,6,4,2011,1,1,9905,3812,399,1,4,8442220.1
4776,70626,80,0,0,45,59977,9,3,1995,1,1,1221,8695,130,0,1,7065089.5
4276,58612,60,1,1,75,90933,4,2,2021,1,1,9112,2741,698,0,2,5872861.1
253,4872,41,0,0,74,79028,9,6,1990,1,0,5851,1579,473,0,6,489455.0
7895,47084,2,1,0,72,32719,2,5,1999,1,0,5826,4843,575,0,1,4717867.9
9590,56609,13,1,0,25,11281,6,9,1992,1,0,7747,11,308,1,9,5665792.2
7288,60617,57,0,0,39,90153,5,6,1996,1,0,7114,7251,393,0,2,6063831.6
278,70898,98,0,0,92,51635,6,1,1994,0,0,4848,784,942,1,3,7091863.4
3252,36314,100,1,1,42,88802,7,7,2008,0,0,5745,1273,146,0,5,3638453.8
2480,16003,28,1,0,32,56379,5,3,1995,1,0,6293,398,171,1,10,1606578.5
289,78382,41,0,0,14,58781,7,1,2020,1,1,8751,7515,985,1,6,7840062.0
6086,46291,97,0,1,33,74303,6,6,2018,0,0,5437,9142,854,0,9,4633898.8
3075,81448,44,0,0,24,89622,6,10,1996,1,0,200,7801,190,1,8,8146243.6
8123,26216,36,1,1,41,22419,7,9,2011,0,0,2876,1933,668,1,0,2628209.1
7598,51490,96,1,0,61,37993,3,10,1998,0,0,3815,2621,779,0,3,5157896.8
6403,70247,96,1,0,46,461,7,6,2020,1,0,2074,2007,622,1,0,7034364.0
5089,81718,46,1,1,20,49539,5,2,2015,0,1,8712,7677,179,0,7,8179978.5
7283,2442,93,0,1,13,56873,2,9,2000,1,0,7635,681,376,0,6,247791.0
9717,46903,40,0,0,78,42634,1,1,2018,0,0,97,1982,205,1,9,4693749.8
8402,90323,27,0,0,95,24112,6,6,1999,1,0,1823,2630,964,0,9,9037654.9
6121,98450,23,0,0,33,73903,3,9,1999,1,1,6424,1754,984,0,9,9848719.9
7754,25405,91,0,0,46,69908,9,5,1993,0,1,7113,104,247,1,9,2541947.3
270,23045,21,1,0,75,72570,5,5,1990,0,1,651,4309,607,0,0,2312202.0
6009,89245,86,1,1,19,94289,4,9,2007,0,1,7958,9750,985,0,2,8930367.7
4570,36136,78,0,0,99,79211,3,10,2019,0,1,2576,4343,600,1,7,3618606.9
9116,17515,12,0,0,64,81495,4,8,1992,0,0,1868,1371,150,1,0,1754203.2
9803,5853,98,0,1,95,80762,4,5,1996,0,1,2243,9048,269,0,4,592333.6
2971,98045,21,1,1,62,51296,9,10,1995,1,0,7184,3182,691,1,3,9818036.5
6193,93001,36,0,1,82,4114,3,7,2002,0,0,9735,9607,154,0,10,9310693.2
8768,13642,8,0,0,96,24862,3,10,2009,0,1,9863,3993,822,1,9,1373966.9
4207,20660,6,1,0,66,57475,8,9,2003,1,0,5338,2127,699,1,4,2072127.3
3218,83738,35,0,1,39,30100,7,6,2010,0,1,824,2170,424,0,2,8379855.0
1391,73851,51,1,0,8,69766,6,2,2007,1,0,1690,7437,171,0,1,7387211.7
3975,53243,22,1,1,2,47292,6,8,2006,1,0,3908,6625,429,0,0,5330973.6
4316,82827,95,0,0,46,54882,8,8,1991,0,1,3313,1245,602,0,4,8287639.1
7959,60774,97,0,0,93,92034,10,8,2017,0,0,7979,5039,510,0,1,6079496.7
7344,18891,90,0,0,40,34712,2,2,1992,0,0,9705,2565,999,1,1,1892159.2
7448,50232,94,0,1,13,55218,2,9,2011,0,1,1457,4025,651,0,0,5028282.1
83,42059,46,0,1,62,43289,6,3,2017,1,1,8827,1853,860,1,3,4212125.7
873,4442,11,1,0,46,10345,3,8,2016,1,1,9845,3640,851,1,1,450428.6
9605,90764,56,0,1,74,95156,7,9,2000,0,0,4366,4355,581,1,3,9082052.0
7635,88857,100,0,0,45,91668,1,6,2021,1,0,6224,8708,419,0,8,8887817.1
4557,76262,61,0,1,74,46452,7,9,2004,0,1,8970,879,677,0,8,7633670.4
4500,58451,45,1,0,22,15269,1,1,1993,1,1,728,5530,861,1,2,5849635.3
4647,26881,57,1,0,82,68073,8,6,1994,1,0,9731,9547,226,0,4,2696414.4
2038,71623,11,1,0,30,98669,5,4,2018,0,0,9136,4041,531,0,6,7167463.8
9694,13176,45,1,1,30,57287,4,2,2017,1,1,5805,9969,326,0,10,1326496.7
6909,71443,26,0,0,56,50391,1,9,2003,1,0,6685,438,413,1,9,7146766.3
2450,24086,30,0,1,3,94622,2,10,2014,0,1,8094,7542,907,1,10,2410817.4
3954,7199,74,1,0,87,9290,7,4,2019,1,1,5916,2477,476,0,10,724979.9
2329,64108,67,0,1,98,71492,1,3,1992,1,1,7326,9517,898,0,4,6423668.2
9124,79096,79,1,1,15,30646,1,7,2005,1,0,202,5657,698,1,8,7917449.5
7044,57612,88,1,1,31,95395,1,8,2010,0,0,2828,4753,116,0,0,5767803.0
5042,10802,34,0,1,10,70295,3,6,2018,1,0,8297,2765,675,1,4,1086000.8
9364,2750,72,1,1,51,41531,9,1,2018,1,0,7584,1742,158,1,1,287478.8
4746,39129,76,0,1,26,36562,9,10,1996,1,1,4674,8150,737,1,8,3919404.6
9367,23378,13,1,1,9,71193,5,2,1996,0,1,6280,9662,904,0,2,2344668.6
9402,8305,57,0,0,55,11927,2,9,2014,1,0,4961,1343,561,0,9,832871.4
6491,57117,12,1,1,86,76093,10,8,2014,0,0,9199,3220,460,0,3,5722262.4
6637,39664,87,1,0,75,77062,1,3,1997,1,0,1277,5209,267,0,9,3973483.7
7225,62059,35,0,1,27,92414,6,4,1990,1,0,5463,4679,862,0,5,6214001.0
2401,10830,28,0,1,65,56534,5,8,2006,0,1,5829,9328,439,0,1,1093719.6
5520,58626,55,0,1,30,19351,10,3,1993,1,0,7840,7310,964,0,1,5866206.3
1216,38525,87,1,1,18,585,3,3,2018,0,1,161,3448,599,1,6,3861258.8
8695,67642,98,0,0,54,97506,5,8,2020,1,1,320,5182,777,1,5,6766834.0
6020,55047,22,1,1,15,32537,10,1,2013,0,0,287,3717,574,0,3,5512488.3
6865,42011,93,0,0,53,39280,6,7,2021,1,0,5192,6281,639,0,6,4203445.1
1064,15975,97,0,0,80,85721,7,1,2021,0,0,7550,2211,912,0,4,1604852.1
3786,1144,29,0,0,37,70098,7,10,2018,0,1,9977,1139,569,1,8,118555.8
4410,94255,58,1,1,18,88815,3,5,2021,1,0,3504,4834,539,1,1,9431460.1
6859,99516,73,1,0,43,96226,1,7,2012,1,0,5178,2821,712,1,10,9955482.2
6760,23552,49,1,0,93,73674,1,5,1992,0,0,9650,1627,112,0,9,2359256.2
5523,80780,98,1,1,55,64928,7,8,2016,1,1,8744,8504,213,0,9,8088913.6
5996,75873,6,0,0,10,4349,5,3,2015,1,0,8475,5930,558,0,10,7588881.5
8833,93064,39,1,0,54,51077,7,1,1994,0,0,9751,2573,705,1,4,9312597.4
5888,99458,94,1,1,77,6721,10,1,1994,0,0,6255,3825,220,0,4,9957307.4
2161,73482,65,0,0,33,16095,8,5,2013,0,0,6813,1059,900,1,6,7351375.3
3008,89204,69,0,0,19,24653,3,1,1994,0,0,4087,8696,742,1,6,8921053.4
1105,76149,24,0,1,63,76688,3,4,2009,1,1,973,8688,168,0,7,7619731.9
6654,82626,67,1,1,75,49077,5,9,2011,1,1,3598,5436,524,0,7,8278341.1
692,65816,36,0,1,56,48668,8,6,1999,1,1,510,1702,523,1,6,6590874.9
9957,41602,37,0,0,14,46561,7,3,1999,1,1,4849,4335,219,0,3,4161555.9
4956,37103,61,0,1,8,71913,4,3,2017,0,1,4148,5588,848,0,6,3714959.7
6597,82838,72,1,0,37,34643,4,7,1991,0,0,6966,4555,552,1,8,8291462.1
8480,54706,87,1,0,18,48172,10,7,2011,1,0,7260,4042,585,1,5,5476681.1
4369,58626,45,0,0,20,68512,5,3,2015,0,0,9372,603,226,1,10,5864831.5
2765,94109,72,0,1,83,91579,8,2,2014,0,0,8095,6127,227,0,1,9417855.4
3929,72399,61,0,0,88,32399,4,2,2004,1,0,9440,9518,981,1,7,7241380.4
7134,67215,58,1,1,10,73740,5,9,1999,1,1,851,9640,273,0,7,6728090.9
8735,30042,84,0,0,65,38907,6,7,1999,0,0,1586,4054,142,0,2,3008534.9
7530,93349,79,0,0,94,45851,6,1,1995,1,1,4663,1115,556,1,9,9342473.5
7528,43239,83,1,1,2,13809,5,8,1996,1,0,3420,4709,820,1,10,4330567.6
628,56931,60,1,0,91,8545,9,7,1994,0,0,3285,9889,905,1,5,5704458.4
2451,92058,66,0,1,44,43745,5,6,1997,1,1,9933,5348,839,1,0,9212309.7
6239,45946,24,0,0,64,16419,7,2,2001,1,1,11,3607,328,1,9,4601566.1
7012,21503,2,1,1,74,13188,6,1,2004,0,0,8279,1092,824,1,5,2159844.4
3824,6061,21,1,1,22,32991,10,4,1997,1,0,2559,8248,392,0,0,613117.7
8977,93244,20,0,0,63,58065,9,5,2001,1,1,2101,8122,253,0,3,9328474.1
2652,55802,91,1,1,32,31192,2,7,2011,0,0,1112,1648,459,0,4,5588172.1
9107,636,47,0,1,59,29589,5,3,2001,0,1,4476,2053,899,0,8,73625.1
3743,71251,22,1,1,40,5816,5,7,2005,0,1,4858,2165,668,1,9,7132789.5
2176,36297,52,1,1,60,26724,7,7,2017,1,0,1214,173,387,0,2,3637736.7
9906,49140,48,1,0,97,59867,2,4,2006,1,1,2904,3666,955,1,1,4924574.6
9263,43278,23,1,1,99,50432,5,9,2021,1,1,2231,7900,385,1,8,4340381.1
3318,15124,68,0,0,56,56460,10,5,2012,1,0,3556,4072,177,0,3,1514981.2
6343,40953,14,0,1,50,25783,6,9,1997,1,0,9711,4044,364,0,1,4102635.7
2787,75350,6,0,1,64,33478,7,5,2021,0,1,2329,2609,382,1,3,7539904.1
4105,72150,83,1,0,87,72398,4,1,2018,0,0,7663,5392,364,0,7,7223417.8
6355,51566,33,1,0,94,72901,8,7,1998,0,1,8584,5325,771,0,4,5170194.8
1676,30144,93,1,1,94,75883,5,3,2019,0,1,7886,4098,253,0,4,3024682.9
3947,22663,24,0,1,37,85055,2,1,1998,0,0,6135,630,462,0,3,2271081.8
4444,69856,80,1,0,48,20532,5,2,1995,0,1,8366,3590,852,1,8,6993253.5
2936,13112,74,1,1,26,47159,8,9,1993,1,1,1633,1105,362,1,9,1318665.3
9005,75572,92,1,1,100,4321,3,10,1993,0,1,8113,9070,438,1,10,7572270.3
7766,51933,53,1,1,24,36359,8,7,2006,1,0,8220,7248,152,1,5,5202028.6
5722,69967,32,0,0,35,7115,1,6,2012,0,1,4397,3106,169,0,4,6997746.2
7441,31525,3,1,1,27,63230,6,10,2001,1,0,9285,3577,744,0,1,3163533.1
2503,71973,32,0,1,9,21039,10,3,2012,0,1,2596,3306,575,1,1,7201696.2
8482,32165,44,0,0,80,63904,9,9,2018,1,0,9861,8249,592,0,1,3219111.8
2369,38704,27,1,1,65,28559,2,1,1998,0,1,4998,2899,960,1,5,3882049.8
4967,97651,26,0,0,45,56512,7,10,1998,1,1,2936,2825,299,1,1,9769739.8
5883,53708,81,1,0,73,23097,3,4,2006,1,0,6615,3050,718,1,1,5378041.6
2217,46505,63,1,0,11,79467,8,2,2013,0,0,8982,9287,741,0,7,4654841.3
5847,72926,35,0,0,28,52085,6,10,2011,1,1,5630,4407,448,0,7,7295797.1
2218,47651,32,0,0,54,60052,8,7,2014,0,0,8258,9801,996,1,1,4768941.4
3326,94491,76,1,1,37,93249,6,4,1998,1,0,1364,3514,823,1,10,9456801.8
6733,2308,57,0,0,62,99714,7,9,2008,1,1,6003,8724,267,0,0,237020.8
3583,22714,2,0,1,68,28731,7,4,2000,0,1,516,1845,431,1,0,2278508.0
9824,38798,55,1,0,89,10232,1,1,2012,1,0,5538,927,920,1,0,3888211.2
3619,40760,79,0,0,69,92213,5,5,2001,0,0,5172,8537,281,1,3,4080383.1
7707,22290,58,0,1,67,98345,3,4,2010,1,1,5223,9932,186,1,9,2237880.0
6432,39385,6,0,0,27,1529,8,1,2002,1,1,5014,1638,362,0,1,3941795.2
3115,44799,32,0,1,71,94440,1,5,2003,0,0,7341,4727,408,1,6,4489422.3
85,7069,4,0,0,89,55300,9,2,2009,1,1,7499,8969,493,1,3,709107.9
5973,7512,27,1,1,24,27327,3,4,1999,1,0,1867,535,508,1,7,758423.9
2801,8910,20,1,0,93,17564,3,5,2012,1,0,3097,641,223,0,7,898488.2
3671,82176,61,1,1,62,83869,10,2,2019,1,0,4954,1050,308,1,8,8225804.9
3667,90528,50,0,1,64,42867,7,8,1994,0,1,721,8759,689,0,2,9063314.4
9794,51744,15,1,1,20,30926,5,2,1997,1,1,3892,1778,861,1,5,5181732.7
5158,37217,90,1,0,85,84322,9,7,2000,1,1,2628,9985,309,0,6,3729864.0
5725,81624,8,1,1,4,96626,9,1,2004,1,1,7404,9394,345,1,3,8169425.4
4590,92659,73,0,0,98,54013,10,4,1993,1,1,3750,81,386,0,10,9272193.3
2019,59108,38,0,0,84,54889,10,3,1992,0,0,3231,6000,651,1,3,5913599.2
7831,13574,88,1,1,27,22822,6,9,2006,1,1,3768,7759,1000,1,2,1363541.6
2525,42276,4,0,0,100,795,3,3,2006,0,0,9884,1788,586,0,4,4229850.6
8286,7001,46,1,0,47,5314,5,6,1992,1,1,8165,3244,858,1,10,707137.2
9206,76818,13,0,0,81,43542,1,9,2016,0,1,9229,4981,612,1,9,7688569.6
3212,47618,53,1,0,98,77919,9,6,1996,1,1,7883,8714,137,0,4,4765943.6
519,68275,93,0,1,54,82905,4,6,2020,1,0,3586,6606,104,1,6,6833270.0
5366,15162,41,1,0,91,27553,2,4,2012,1,1,8215,1305,806,1,6,1521757.2
6762,82948,95,0,0,71,25098,5,7,1992,1,0,7708,1456,429,0,8,8299141.2
2895,80699,20,1,0,88,65145,3,10,2009,0,1,1740,1538,372,0,8,8074576.9
244,47585,95,0,0,5,81532,5,1,1993,1,1,5101,89,639,0,0,4759724.3
5930,54750,10,0,0,69,34626,4,4,1990,1,0,4193,8395,783,1,0,5481119.0
4714,31821,7,1,0,63,68424,3,2,2019,1,1,389,1079,298,1,6,3187554.9
9567,55023,18,1,1,5,13,3,9,2010,1,0,9692,5951,610,0,0,5510997.0
3425,41404,2,0,0,69,1993,2,8,2020,1,0,7226,9838,814,0,8,4147112.0
6931,13982,75,1,1,71,93680,10,5,2016,1,0,462,8938,564,1,6,1408422.6
6720,51501,96,1,1,4,27260,6,9,2002,1,1,9240,3031,847,1,2,5154868.2
7410,14113,96,0,1,53,14800,10,9,2014,1,1,1361,721,634,0,10,1417648.4
6177,94165,57,1,1,33,90515,5,3,2013,0,0,2614,6873,730,1,4,9425553.3
7250,26258,22,1,1,69,90218,3,4,2018,1,0,5481,406,991,0,8,2639003.8
5509,90947,89,1,1,61,64161,2,6,2014,0,1,5886,1712,225,1,1,9103454.4
2001,28459,52,0,0,4,50114,1,7,2012,1,1,3570,9363,318,0,6,2846923.2
885,30383,24,1,1,87,41613,9,8,2000,1,1,1312,7774,789,1,5,3049140.0
869,74037,75,1,0,84,185,5,10,1997,1,1,533,7143,688,1,10,7410767.7
9688,21272,81,0,0,91,43885,5,2,2004,0,1,542,393,303,1,0,2133856.4
5720,22142,11,0,0,97,76427,3,8,1995,1,0,3913,7269,618,0,7,2220957.5
356,25269,88,0,0,92,86720,6,7,2019,1,1,3464,5175,693,1,1,2530193.9
9907,30397,44,1,1,99,84776,8,5,2012,0,0,9688,8798,565,1,10,3055190.2
5451,88352,61,1,1,100,76869,8,3,2017,0,1,8867,9164,597,0,7,8844632.7
8193,35307,50,0,0,66,27774,4,8,2000,0,0,1656,5414,332,0,5,3534202.0
6438,62149,91,1,1,17,28244,6,10,1991,0,1,8579,7117,544,0,2,6221668.1
7704,20276,99,0,0,75,67843,8,10,1994,1,1,7180,8310,834,0,7,2031824.4
1275,75985,5,0,1,68,90127,3,10,1994,0,0,6106,8760,884,1,0,7606736.4
1890,46276,33,0,1,67,23557,9,5,2004,1,0,9148,4860,736,0,10,4632070.4
8686,95971,29,0,1,61,91137,2,7,2012,0,1,2743,6447,674,0,2,9605457.2
6568,13389,10,0,1,95,28124,7,4,2015,1,1,2978,7536,441,0,2,1349726.5
9623,51650,98,0,1,97,90953,5,1,2020,0,0,2207,4073,991,1,3,5173330.0
3563,56155,23,0,0,16,11360,2,8,1992,0,0,7770,594,226,1,1,5617383.2
5787,82900,3,0,1,11,59010,4,7,2013,0,0,3959,1681,767,1,8,8295028.3
4958,1399,77,0,1,67,94420,2,10,2009,1,0,9089,9909,750,0,7,148407.9
1546,78789,30,1,0,52,94853,4,5,2017,0,1,5808,1954,198,0,6,7885033.7
2380,36559,78,0,0,47,38377,5,9,2007,0,0,3961,4825,325,0,3,3658559.7
3823,9552,29,0,0,4,50952,9,8,2011,1,1,9676,5442,205,1,2,956627.1
3232,87566,38,1,0,15,40982,9,8,2008,0,0,4781,5281,354,0,6,8759575.8
8399,43441,42,0,1,45,45828,5,10,2000,1,1,2301,3183,954,1,10,4349056.0
3306,18929,79,1,0,76,80406,1,4,2009,0,1,8750,4616,682,1,0,1899066.9
492,56181,76,0,1,98,27961,4,4,1996,0,0,4581,8060,953,0,7,5630006.6
3499,12020,56,1,1,47,88321,10,2,1991,0,1,5153,5416,141,1,2,1212214.1
6664,73072,22,0,1,22,62242,7,6,2019,1,0,5092,7219,909,1,6,7310814.9
1116,21482,43,1,1,38,72335,1,8,2021,0,0,5360,9520,271,0,3,2156342.1
5637,87000,62,0,0,9,45561,4,5,2008,0,1,2744,6948,568,0,6,8700807.8
8774,47126,76,1,1,37,28810,10,4,1995,0,1,8674,1514,456,0,3,4720029.5
6146,45885,30,1,1,78,6898,5,10,2011,1,0,5879,1488,298,1,6,4598304.1
9867,64101,68,1,1,27,12026,4,6,2013,1,0,782,2046,552,1,10,6415461.3
8775,83064,84,1,0,95,93610,9,6,1997,0,0,4297,6612,669,1,4,8314535.7
6707,57581,22,1,0,34,11215,4,8,2000,1,0,1251,1650,115,0,5,5766399.0
9948,34946,56,0,1,44,76782,7,10,1994,0,1,759,4399,789,0,4,3500553.4
7965,35652,44,1,0,37,70666,8,5,2005,0,1,4910,9095,409,1,10,3569933.5
3645,6921,53,0,0,21,44040,10,1,2019,1,0,5355,5529,732,1,4,693484.9
2500,45242,27,0,0,56,80016,8,9,2003,1,0,529,4812,120,1,9,4527632.3
5677,84805,15,0,1,9,29472,8,7,2004,0,1,501,1126,406,1,9,8486115.4
5241,54888,66,0,1,33,68397,1,8,2017,1,0,182,1071,853,0,2,5494594.7
6518,5888,66,1,1,40,41133,1,10,2014,0,1,394,6921,619,0,4,597556.4
2783,75887,30,0,1,51,38884,3,2,2003,1,1,4181,200,978,1,5,7592702.3
6158,45271,4,0,0,61,84187,8,2,2016,1,1,2268,6212,793,0,10,4533164.6
3809,82252,65,0,1,63,43650,5,9,2020,0,1,5944,6947,441,0,6,8233956.0
9428,23782,31,1,1,74,59962,5,8,1994,1,1,6830,7986,158,1,10,2385528.4
9524,2041,16,0,1,34,27021,10,5,2014,0,1,5580,7186,690,0,7,210233.4
8599,47027,64,0,0,50,12453,2,6,2017,0,1,5716,3255,334,1,4,4704701.7
1696,926,57,1,0,94,59625,1,1,2017,1,1,5063,6310,716,0,0,105869.7
5685,58394,19,1,0,56,19251,6,3,2001,0,0,3215,9841,239,0,8,5848843.1
8367,80976,87,1,0,55,91185,6,7,2010,0,0,4642,9317,788,1,10,8102795.0
5939,22851,5,0,0,22,49622,6,10,2011,1,0,3531,500,480,1,6,2287033.1
2052,7201,97,0,1,59,96126,8,4,2004,1,1,7783,2287,299,1,5,728462.4
1776,69073,4,0,1,7,79740,8,1,2011,1,1,7827,3534,830,0,3,6911097.1
6560,54016,26,0,1,50,89320,10,5,2000,1,0,2496,7497,130,1,1,5407699.0
3313,16999,65,0,0,1,67412,3,10,1996,1,0,8988,7189,183,0,10,1700539.6
4781,73686,10,1,1,93,56843,3,10,2013,0,0,5029,93,440,0,10,7378513.3
8538,32490,11,0,0,32,16884,5,4,2006,0,1,1862,8253,924,1,10,3250802.6
6781,68038,54,0,0,42,73990,8,1,2011,1,0,5230,9259,752,1,5,6807415.1
1592,6171,80,0,1,5,4736,10,8,2019,1,1,2474,9900,407,0,10,621350.9
1723,4933,77,0,0,3,68463,7,5,1995,0,0,8050,2871,296,1,4,494065.5
215,69638,42,1,1,63,89878,1,2,1991,1,0,4703,7032,937,1,6,6977654.1
6326,96988,90,0,1,56,42044,5,2,1998,1,1,3186,8199,472,0,4,9704380.8
8256,97543,5,1,0,8,99792,1,4,2016,1,1,267,6335,999,0,4,9757314.6
490,26770,8,1,1,69,79970,10,8,2016,1,0,6924,6367,940,1,2,2687139.6
9133,56013,46,1,1,64,50170,8,6,2000,1,1,6404,6739,998,1,8,5611203.0
3483,88869,11,0,0,84,56957,7,7,2011,0,0,2889,1895,482,0,5,8893331.1
5102,83647,83,0,0,33,28875,5,9,2003,0,0,6035,2696,405,0,9,8367526.3
5187,78379,4,1,1,3,63144,8,2,2002,0,0,4238,7147,140,1,8,7845253.2
3431,17847,99,1,0,93,4081,1,7,2011,1,0,2023,7689,929,1,0,1796189.1
9198,26690,37,1,1,15,57994,1,6,2016,0,1,5625,8297,203,1,4,2677484.6
7710,66119,39,1,0,64,86171,8,5,1991,0,1,5860,4947,537,1,10,6617914.1
5513,12820,41,0,0,16,92510,1,8,2018,1,0,3771,2543,661,0,1,1283027.8
25,20883,56,0,0,54,85377,5,9,2018,0,0,9982,8142,670,1,10,2091505.8
3512,88821,1,0,0,44,18398,5,9,2016,1,0,3418,8434,997,0,9,8886403.6
2409,26952,86,0,0,54,23395,1,10,2006,1,1,3036,9694,477,0,3,2698982.6
3270,6856,55,1,0,22,64179,2,9,2007,0,0,8070,9026,211,1,6,689679.7
5209,1251,58,0,1,34,61958,10,7,1994,0,0,7111,4200,130,0,4,128837.4
8711,89829,23,1,1,20,41659,9,10,2011,0,1,4322,6157,732,0,8,8992972.1
1552,24280,29,0,1,17,48036,1,9,1998,1,0,697,3500,550,0,2,2433903.8
9197,85030,1,1,0,48,19069,6,5,2009,0,0,7631,476,815,0,4,8509868.9
8621,60514,20,0,1,14,97117,9,9,1992,1,1,5690,8536,114,0,3,6057452.2
3871,93440,60,1,0,1,55676,6,3,1999,0,1,9361,8664,244,0,7,9347335.9
3402,88838,41,0,0,94,44183,5,3,1993,1,0,3040,8278,499,1,7,8892157.3
4529,58812,15,0,1,34,21334,3,1,2018,0,0,5235,7659,223,1,7,5888584.8
979,83388,97,0,0,72,45858,1,4,2016,0,1,1288,9902,533,0,0,8339971.6
2655,44248,24,1,0,28,23716,4,4,2018,0,0,2192,8309,666,1,6,4431469.8
1847,8353,53,0,1,88,26753,3,8,2021,1,0,3371,1804,561,1,3,847023.1
7964,75486,21,0,0,65,44804,9,2,2021,0,1,4226,8490,733,0,4,7553287.1
8240,8639,44,0,1,93,81217,1,4,1998,0,0,7339,7122,808,1,2,872181.8
7145,30126,9,0,1,34,87179,4,7,2004,1,0,355,492,309,0,4,3017394.4
7299,74651,81,0,1,85,85855,10,4,1998,1,0,2879,9676,964,1,0,7474283.8
5721,19819,19,0,0,35,34411,10,10,2000,0,0,9281,3912,175,0,4,1984840.0
515,90334,44,1,0,6,81833,10,1,1990,1,1,2390,828,413,1,4,9037622.0
8745,62869,18,0,0,12,39297,4,1,2015,1,1,7713,8452,333,0,9,6288349.5
8297,78972,6,1,0,70,92582,3,2,2004,1,1,7448,1279,849,1,8,7904128.4
1102,22254,94,0,1,46,12032,8,7,1991,1,0,3063,8385,653,0,6,2233861.1
3276,37225,64,1,1,10,50820,9,9,1995,1,0,7069,552,762,1,0,3729838.5
7217,50815,59,1,1,59,77685,2,4,2009,1,0,5729,1241,605,0,8,5091098.9
7389,21229,44,1,0,82,23820,9,6,2020,0,1,5610,4059,419,1,9,2132694.0
9077,59971,45,0,0,54,69967,9,5,1998,1,0,6152,9751,783,1,4,6000649.8
8337,63026,19,1,1,7,43079,9,4,2004,1,0,349,361,872,0,9,6307284.4
3996,4167,78,0,1,33,82901,2,1,2007,1,1,8886,3714,423,0,10,422514.7
194,89157,46,0,0,42,34482,3,6,2009,0,1,3510,781,290,1,4,8920282.9
4711,15062,12,0,1,42,42048,4,2,2005,0,0,6899,1733,112,0,1,1511857.5
643,29411,26,1,0,53,64099,2,9,2017,0,1,1681,8610,181,1,1,2948395.7
9089,9448,58,1,0,49,93978,1,4,2020,1,1,3506,3320,139,1,8,952004.0
3285,66744,40,1,0,44,83019,4,5,2011,1,1,8949,6510,851,1,10,6681155.1
3116,36268,23,0,1,65,67529,7,2,1997,1,0,7419,4511,260,1,4,3633523.7
6476,72555,30,1,1,61,40387,10,3,2009,0,0,5346,5785,533,0,0,7264099.9
3575,8731,90,1,1,24,3317,8,10,2015,1,1,8290,7290,777,0,3,880713.5
9023,30556,23,0,0,81,84084,10,1,2002,1,1,2199,2424,599,0,1,3062451.2
4320,75631,71,0,1,75,50613,4,2,2007,1,0,8978,4747,821,1,9,7570003.7
9992,33545,55,0,1,79,8288,1,2,2006,1,0,3480,4046,946,1,6,3361070.6
2207,9155,41,1,1,67,97714,6,1,1994,1,1,4976,5724,471,0,0,922517.4
4552,51130,95,1,0,87,50655,9,6,1994,0,0,4977,1669,682,0,3,5125465.4
7316,84922,97,1,0,20,93104,9,3,1993,1,1,6768,7803,901,0,2,8498552.3
3718,85661,8,1,0,22,7773,4,8,2013,1,0,679,9323,343,1,10,8570393.3
972,32263,76,0,1,92,27952,8,1,2018,1,1,8164,3706,348,0,3,3235937.8
4579,68841,92,0,0,69,88956,5,5,2000,0,1,3643,5208,465,0,1,6890753.0
719,52843,75,1,1,50,53689,6,7,2004,0,1,5877,1381,358,1,3,5291087.4
9017,71042,13,0,1,62,23316,4,4,2006,1,0,5182,8349,114,0,7,7108064.6
6155,5798,38,0,1,15,80266,8,3,2010,1,1,9805,6107,292,1,1,586009.0
9430,59718,72,1,1,91,15440,4,5,2008,1,0,6400,9575,141,0,7,5984334.8
3896,8139,88,0,1,6,79601,8,8,2019,1,0,9290,2218,598,0,6,819245.9
2803,15928,29,1,1,81,37194,5,2,2017,0,0,9165,6615,195,1,10,1603995.7
2566,34395,24,1,0,7,63633,8,5,1999,1,1,1417,1651,449,0,0,3442821.9
4025,32472,91,1,0,84,94,2,1,2020,1,1,4153,6976,142,1,5,3252820.0
6198,78235,8,1,1,31,11231,8,2,2019,0,0,7253,259,803,0,4,7835672.9
32,11412,78,0,0,79,73807,1,5,2009,1,1,6899,8997,695,0,0,1145642.9
